apiurl,domain,family,title,required_params,optional_params,response_field_count
"/future/m062/hist_info","future","m062","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m062/hoga_info","future","m062","호가정보","cust_id, auth_key, jcode","","24"
"/future/m062/intra_date","future","m062","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m062/intra_info","future","m062","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m062/invest_basic_info","future","m062","기본정보","cust_id, auth_key","","40"
"/future/m062/invest_hist_info","future","m062","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m062/invest_intra_info","future","m062","주기정보(30초)","cust_id, auth_key","","41"
"/future/m062/term_hist_info","future","m062","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m062/tick_info","future","m062","체결정보","cust_id, auth_key, jcode","","25"
"/future/m067/basic_info","future","m067","기본정보","cust_id, auth_key, jcode","","38"
"/future/m067/basic_info_port","future","m067","기본정보","cust_id, auth_key, codelist","","38"
"/future/m067/code_info","future","m067","코드정보","cust_id, auth_key","","8"
"/future/m067/hist_info","future","m067","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m067/hoga_info","future","m067","호가정보","cust_id, auth_key, jcode","","24"
"/future/m067/hoga_info_port","future","m067","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m067/hoga_info_port_top","future","m067","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m067/intra_date","future","m067","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m067/intra_info","future","m067","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m067/invest_basic_info","future","m067","기본정보","cust_id, auth_key","","40"
"/future/m067/invest_hist_info","future","m067","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m067/invest_intra_info","future","m067","주기정보(30초)","cust_id, auth_key","","41"
"/future/m067/term_hist_info","future","m067","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m067/tick_info","future","m067","체결정보","cust_id, auth_key, jcode","","25"
"/future/m091/basic_info","future","m091","기본정보","cust_id, auth_key, jcode","","38"
"/future/m091/basic_info_port","future","m091","기본정보","cust_id, auth_key, codelist","","38"
"/future/m091/code_info","future","m091","코드정보","cust_id, auth_key","","8"
"/future/m091/hist_info","future","m091","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m091/hoga_info","future","m091","호가정보","cust_id, auth_key, jcode","","24"
"/future/m091/hoga_info_port","future","m091","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m091/hoga_info_port_top","future","m091","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m091/intra_date","future","m091","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m091/intra_info","future","m091","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m091/term_hist_info","future","m091","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m091/tick_info","future","m091","체결정보","cust_id, auth_key, jcode","","25"
"/future/m100/basic_info","future","m100","기본정보","cust_id, auth_key, jcode","","38"
"/future/m100/basic_info_port","future","m100","기본정보","cust_id, auth_key, codelist","","38"
"/future/m100/code_info","future","m100","코드정보","cust_id, auth_key","","8"
"/future/m100/hist_info","future","m100","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m100/hoga_info","future","m100","호가정보","cust_id, auth_key, jcode","","24"
"/future/m100/hoga_info_port","future","m100","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m100/hoga_info_port_top","future","m100","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m100/intra_date","future","m100","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m100/intra_info","future","m100","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m100/term_hist_info","future","m100","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m100/tick_info","future","m100","체결정보","cust_id, auth_key, jcode","","25"
"/future/m103/basic_info","future","m103","기본정보","cust_id, auth_key, jcode","","38"
"/future/m103/basic_info_port","future","m103","기본정보","cust_id, auth_key, codelist","","38"
"/future/m103/code_info","future","m103","코드정보","cust_id, auth_key","","8"
"/future/m103/hist_info","future","m103","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m103/hoga_info","future","m103","호가정보","cust_id, auth_key, jcode","","24"
"/future/m103/hoga_info_port","future","m103","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m103/hoga_info_port_top","future","m103","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m103/intra_date","future","m103","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m103/intra_info","future","m103","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m103/invest_basic_info","future","m103","기본정보","cust_id, auth_key","","40"
"/future/m103/invest_hist_info","future","m103","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m103/invest_intra_info","future","m103","주기정보(30초)","cust_id, auth_key","","41"
"/future/m103/term_hist_info","future","m103","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m103/tick_info","future","m103","체결정보","cust_id, auth_key, jcode","","25"
"/future/m104/basic_info","future","m104","기본정보","cust_id, auth_key, jcode","","48"
"/future/m104/basic_info_port","future","m104","기본정보","cust_id, auth_key, codelist","","48"
"/future/m104/code_info","future","m104","코드정보","cust_id, auth_key","","11"
"/future/m104/hist_info","future","m104","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m104/hoga_info","future","m104","호가정보","cust_id, auth_key, jcode","","24"
"/future/m104/hoga_info_port","future","m104","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m104/hoga_info_port_top","future","m104","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m104/intra_date","future","m104","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m104/intra_info","future","m104","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m104/invest_basic_info","future","m104","기본정보","cust_id, auth_key","","80"
"/future/m104/invest_hist_info","future","m104","기본정보","cust_id, auth_key, sdate, edate","","81"
"/future/m104/invest_intra_info","future","m104","주기정보(30초)","cust_id, auth_key","","81"
"/future/m104/old_code_info","future","m104","과거 종목(코드정보)","cust_id, auth_key, yyyymm","","6"
"/future/m104/old_hist_info","future","m104","과거종목(일별정보)","cust_id, auth_key, jcode, sdate, edate","","13"
"/future/m104/term_hist_info","future","m104","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m104/tick_info","future","m104","체결정보","cust_id, auth_key, jcode","","25"
"/future/m105/basic_info","future","m105","기본정보","cust_id, auth_key, jcode","","38"
"/future/m105/basic_info_port","future","m105","기본정보","cust_id, auth_key, codelist","","38"
"/future/m105/code_info","future","m105","코드정보","cust_id, auth_key","","8"
"/future/m105/hist_info","future","m105","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m105/hoga_info","future","m105","호가정보","cust_id, auth_key, jcode","","24"
"/future/m105/intra_date","future","m105","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m105/intra_info","future","m105","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m105/term_hist_info","future","m105","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m105/tick_info","future","m105","체결정보","cust_id, auth_key, jcode","","25"
"/future/m180/basic_info","future","m180","기본정보","cust_id, auth_key, jcode","","48"
"/future/m180/basic_info_port","future","m180","기본정보","cust_id, auth_key, codelist","","48"
"/future/m180/code_info","future","m180","코드정보","cust_id, auth_key","","11"
"/future/m180/hist_info","future","m180","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m180/hoga_info","future","m180","호가정보","cust_id, auth_key, jcode","","24"
"/future/m180/intra_date","future","m180","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m180/intra_info","future","m180","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m180/term_hist_info","future","m180","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m180/tick_info","future","m180","체결정보","cust_id, auth_key, jcode","","25"
"/future/m181/basic_info","future","m181","기본정보","cust_id, auth_key, jcode","","38"
"/future/m181/basic_info_port","future","m181","기본정보","cust_id, auth_key, codelist","","38"
"/future/m181/code_info","future","m181","코드정보","cust_id, auth_key","","8"
"/future/m181/hist_info","future","m181","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m181/hoga_info","future","m181","호가정보","cust_id, auth_key, jcode","","24"
"/future/m181/intra_date","future","m181","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m181/intra_info","future","m181","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m181/term_hist_info","future","m181","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m181/tick_info","future","m181","체결정보","cust_id, auth_key, jcode","","25"
"/future/m182/basic_info","future","m182","기본정보","cust_id, auth_key, jcode","","48"
"/future/m182/basic_info_port","future","m182","기본정보","cust_id, auth_key, codelist","","48"
"/future/m182/code_info","future","m182","코드정보","cust_id, auth_key","","11"
"/future/m182/hist_info","future","m182","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m182/hoga_info","future","m182","호가정보","cust_id, auth_key, jcode","","24"
"/future/m182/hoga_info_port","future","m182","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m182/hoga_info_port_top","future","m182","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m182/intra_date","future","m182","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m182/intra_info","future","m182","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m182/invest_basic_info","future","m182","기본정보","cust_id, auth_key","","80"
"/future/m182/invest_hist_info","future","m182","기본정보","cust_id, auth_key, sdate, edate","","81"
"/future/m182/invest_intra_info","future","m182","주기정보(30초)","cust_id, auth_key","","81"
"/future/m182/term_hist_info","future","m182","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m182/tick_info","future","m182","체결정보","cust_id, auth_key, jcode","","25"
"/future/m221/basic_info","future","m221","기본정보","cust_id, auth_key, jcode","","39"
"/future/m221/basic_info_port","future","m221","기본정보","cust_id, auth_key, codelist","","39"
"/future/m221/code_info","future","m221","코드정보","cust_id, auth_key","","8"
"/future/m221/hist_info","future","m221","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m221/hoga_info","future","m221","호가정보","cust_id, auth_key, jcode","","24"
"/future/m221/intra_date","future","m221","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m221/intra_info","future","m221","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m221/invest_basic_info","future","m221","기본정보","cust_id, auth_key","","40"
"/future/m221/invest_hist_info","future","m221","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m221/invest_intra_info","future","m221","주기정보(30초)","cust_id, auth_key","","41"
"/future/m221/term_hist_info","future","m221","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m221/tick_info","future","m221","체결정보","cust_id, auth_key, jcode","","25"
"/future/m232/basic_info","future","m232","기본정보","cust_id, auth_key, jcode","","38"
"/future/m232/basic_info_port","future","m232","기본정보(복수종목)","cust_id, auth_key, codelist","","38"
"/future/m232/code_info","future","m232","코드정보","cust_id, auth_key","","8"
"/future/m232/hist_info","future","m232","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m232/hoga_info","future","m232","호가정보","cust_id, auth_key, jcode","","24"
"/future/m232/hoga_info_port","future","m232","호가정보","cust_id, auth_key, codelist","","24"
"/future/m232/hoga_info_port_top","future","m232","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m232/intra_date","future","m232","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m232/intra_info","future","m232","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m232/invest_basic_info","future","m232","기본정보","cust_id, auth_key","","40"
"/future/m232/invest_hist_info","future","m232","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m232/invest_intra_info","future","m232","주기정보(30초)","cust_id, auth_key","","41"
"/future/m232/term_hist_info","future","m232","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m232/tick_date","future","m232","체결정보","cust_id, auth_key, jcode, edate","","25"
"/future/m232/tick_info","future","m232","체결정보","cust_id, auth_key, jcode","","25"
"/future/m233/basic_info","future","m233","기본정보","cust_id, auth_key, jcode","","38"
"/future/m233/basic_info_port","future","m233","기본정보(복수종목)","cust_id, auth_key, codelist","","38"
"/future/m233/code_info","future","m233","코드정보","cust_id, auth_key","","8"
"/future/m233/hist_info","future","m233","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m233/hoga_info","future","m233","호가정보","cust_id, auth_key, jcode","","24"
"/future/m233/hoga_info_port","future","m233","호가정보","cust_id, auth_key, codelist","","24"
"/future/m233/hoga_info_port_top","future","m233","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m233/intra_date","future","m233","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m233/intra_info","future","m233","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m233/invest_basic_info","future","m233","기본정보","cust_id, auth_key","","40"
"/future/m233/invest_hist_info","future","m233","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m233/invest_intra_info","future","m233","주기정보(30초)","cust_id, auth_key","","41"
"/future/m233/term_hist_info","future","m233","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m233/tick_date","future","m233","체결정보","cust_id, auth_key, jcode, edate","","25"
"/future/m233/tick_info","future","m233","체결정보","cust_id, auth_key, jcode","","25"
"/future/m234/basic_info","future","m234","기본정보","cust_id, auth_key, jcode","","48"
"/future/m234/basic_info_port","future","m234","기본정보","cust_id, auth_key, codelist","","48"
"/future/m234/code_info","future","m234","코드정보","cust_id, auth_key","","11"
"/future/m234/hist_info","future","m234","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m234/hoga_info","future","m234","호가정보","cust_id, auth_key, jcode","","24"
"/future/m234/hoga_info_port","future","m234","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m234/hoga_info_port_top","future","m234","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m234/intra_date","future","m234","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m234/intra_info","future","m234","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m234/invest_basic_info","future","m234","기본정보","cust_id, auth_key","","80"
"/future/m234/invest_hist_info","future","m234","기본정보","cust_id, auth_key, sdate, edate","","81"
"/future/m234/invest_intra_info","future","m234","주기정보(30초)","cust_id, auth_key","","81"
"/future/m234/old_code_info","future","m234","과거 종목(코드정보)","cust_id, auth_key, yyyymm","","6"
"/future/m234/old_hist_info","future","m234","과거종목(일별정보)","cust_id, auth_key, jcode, sdate, edate","","13"
"/future/m234/term_hist_info","future","m234","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m234/tick_info","future","m234","체결정보","cust_id, auth_key, jcode","","25"
"/future/m235/basic_info","future","m235","기본정보","cust_id, auth_key, jcode","","48"
"/future/m235/basic_info_port","future","m235","기본정보","cust_id, auth_key, codelist","","48"
"/future/m235/code_info","future","m235","코드정보","cust_id, auth_key","","11"
"/future/m235/hist_info","future","m235","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m235/hoga_info","future","m235","호가정보","cust_id, auth_key, jcode","","24"
"/future/m235/hoga_info_port","future","m235","호가정보(복수종목)","cust_id, auth_key, codelist","","24"
"/future/m235/hoga_info_port_top","future","m235","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m235/intra_date","future","m235","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m235/intra_info","future","m235","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m235/invest_basic_info","future","m235","기본정보","cust_id, auth_key","","80"
"/future/m235/invest_hist_info","future","m235","기본정보","cust_id, auth_key, sdate, edate","","81"
"/future/m235/invest_intra_info","future","m235","주기정보(30초)","cust_id, auth_key","","81"
"/future/m235/old_code_info","future","m235","과거 종목(코드정보)","cust_id, auth_key, yyyymm","","6"
"/future/m235/old_hist_info","future","m235","과거종목(일별정보)","cust_id, auth_key, jcode, sdate, edate","","13"
"/future/m235/term_hist_info","future","m235","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m235/tick_info","future","m235","체결정보","cust_id, auth_key, jcode","","25"
"/future/m236/basic_info","future","m236","기본정보","cust_id, auth_key, jcode","","38"
"/future/m236/basic_info_port","future","m236","기본정보(복수종목)","cust_id, auth_key, codelist","","38"
"/future/m236/code_info","future","m236","코드정보","cust_id, auth_key","","8"
"/future/m236/hist_info","future","m236","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m236/hoga_info","future","m236","호가정보","cust_id, auth_key, jcode","","24"
"/future/m236/hoga_info_port","future","m236","호가정보","cust_id, auth_key, codelist","","24"
"/future/m236/hoga_info_port_top","future","m236","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","","6"
"/future/m236/intra_date","future","m236","주기정보(10초)","cust_id, auth_key, jcode, edate","","22"
"/future/m236/intra_info","future","m236","주기정보(10초)","cust_id, auth_key, jcode","","20"
"/future/m236/invest_basic_info","future","m236","기본정보","cust_id, auth_key","","40"
"/future/m236/invest_hist_info","future","m236","기본정보","cust_id, auth_key, sdate, edate","","41"
"/future/m236/invest_intra_info","future","m236","주기정보(30초)","cust_id, auth_key","","41"
"/future/m236/term_hist_info","future","m236","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m236/tick_date","future","m236","체결정보","cust_id, auth_key, jcode, edate","","25"
"/future/m236/tick_info","future","m236","체결정보","cust_id, auth_key, jcode","","25"
"/future/m237/basic_info","future","m237","기본정보","cust_id, auth_key, jcode","","39"
"/future/m237/basic_info_port","future","m237","기본정보","cust_id, auth_key, codelist","","39"
"/future/m237/code_info","future","m237","코드정보","cust_id, auth_key","","8"
"/future/m237/hist_info","future","m237","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m237/hoga_info","future","m237","호가정보","cust_id, auth_key, jcode","","24"
"/future/m237/intra_date","future","m237","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m237/intra_info","future","m237","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m237/term_hist_info","future","m237","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m237/tick_info","future","m237","체결정보","cust_id, auth_key, jcode","","25"
"/future/m238/basic_info","future","m238","기본정보","cust_id, auth_key, jcode","","38"
"/future/m238/basic_info_port","future","m238","기본정보","cust_id, auth_key, codelist","","38"
"/future/m238/code_info","future","m238","코드정보","cust_id, auth_key","","8"
"/future/m238/hist_info","future","m238","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m238/hoga_info","future","m238","호가정보","cust_id, auth_key, jcode","","24"
"/future/m238/intra_date","future","m238","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m238/intra_info","future","m238","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m238/term_hist_info","future","m238","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m238/tick_info","future","m238","체결정보","cust_id, auth_key, jcode","","25"
"/future/m239/basic_info","future","m239","기본정보","cust_id, auth_key, jcode","","39"
"/future/m239/basic_info_port","future","m239","기본정보","cust_id, auth_key, codelist","","39"
"/future/m239/code_info","future","m239","코드정보","cust_id, auth_key","","8"
"/future/m239/hist_info","future","m239","일별정보","cust_id, auth_key, jcode, sdate, edate","","20"
"/future/m239/hoga_info","future","m239","호가정보","cust_id, auth_key, jcode","","24"
"/future/m239/intra_date","future","m239","주기정보(10초)","cust_id, auth_key, jcode, edate","","18"
"/future/m239/intra_info","future","m239","주기정보(10초)","cust_id, auth_key, jcode","","16"
"/future/m239/term_hist_info","future","m239","일별정보","cust_id, auth_key, jcode, term, sdate, edate","","18"
"/future/m239/tick_info","future","m239","체결정보","cust_id, auth_key, jcode","","25"
"/news/gongsi/gongsi_basic","news","gongsi","공시-제목-전체-일별 구간","cust_id, auth_key, sdate, edate","dcnt","15"
"/news/gongsi/gongsi_body","news","gongsi","공시-본문","cust_id, auth_key, ndate, ncode","","4"
"/news/gongsi/gongsi_jong","news","gongsi","공시-제목-종목별-일별 구간","cust_id, auth_key, jcode, sdate, edate","dcnt","14"
"/news/news/news_basic","news","news","뉴스-제목-전체-일별 구간","cust_id, auth_key, sdate, edate","dcnt","14"
"/news/news/news_body","news","news","뉴스-본문","cust_id, auth_key, ndate, ncode","","4"
"/news/news/news_jong","news","news","뉴스-제목-종목별-일별 구간","cust_id, auth_key, jcode, sdate, edate","dcnt","14"
"/news/news/news_mtvcd","news","news","뉴스-뉴스원","cust_id, auth_key","","2"
"/stock/m001/basic_info","stock","m001","기본정보","cust_id, auth_key, jcode","data_list","12"
"/stock/m001/basic_info_all","stock","m001","기본정보(전체)","cust_id, auth_key, jcode","data_list","150"
"/stock/m001/basic_info_all_port","stock","m001","기본정보(전체_복수종목)","cust_id, auth_key, codelist","data_list","150"
"/stock/m001/basic_info_port","stock","m001","기본정보(복수종목)","cust_id, auth_key, codelist","data_list","12"
"/stock/m001/code_etf_info","stock","m001","코드정보(ETF)","cust_id, auth_key","data_list","6"
"/stock/m001/code_etn_info","stock","m001","코드정보(ETN)","cust_id, auth_key","data_list","6"
"/stock/m001/code_info","stock","m001","코드정보","cust_id, auth_key","data_list","6"
"/stock/m001/credit_hist_info","stock","m001","신용잔고 일별정보","cust_id, auth_key, jcode, sdate, edate","","22"
"/stock/m001/hist_info","stock","m001","일별정보","cust_id, auth_key, jcode, sdate, edate","data_list","23"
"/stock/m001/hist_info_port","stock","m001","일별정보","cust_id, auth_key, codelist, edate","data_list","23"
"/stock/m001/hoga_info","stock","m001","호가정보","cust_id, auth_key, jcode","data_list","82"
"/stock/m001/hoga_info_port","stock","m001","호가정보(복수종목)","cust_id, auth_key, codelist","data_list","82"
"/stock/m001/hoga_info_port_top","stock","m001","호가정보(복수종목_최우선)","cust_id, auth_key, codelist","data_list","10"
