name,type,description,detail
"","ETV","Exchange-Traded Products",""
"AC_FS_YYMM","NUMERIC(6)","회계년도(년월)",""
"AC_MAIN_PRODUCT","VARCHAR(50)","주요제품",""
"AC_SALES_RATIO","NUMERIC(6,2)","매출액구성비",""
"AC_SEQ","NUMERIC(5)","일련번호",""
"AD_COMP_NAME","VARCHAR(50)","회사명",""
"AD_FS_YYMM","NUMERIC(6)","회계년도(년월)",""
"AD_OCCU_RATIO","NUMERIC(5,2)","점유율(%)",""
"AD_PROD_NAME","VARCHAR(50)","제품명",""
"AD_SEQ","NUMERIC(5)","일련번호",""
"ADDR","VARCHAR(150)","주소",""
"AMT","NUMERIC(20)","체결액",""
"ASSET_ISIN_CODE","CHAR(12)","기초자산코드",""
"ASSET_KIND","VARCHAR(11)","대상자산종류",""
"AUDITOR","VARCHAR(30)","외부감사인",""
"AVG_RATE","NUMERIC(19,3)","평균금리",""
"BANK","VARCHAR(50)","주거래은행",""
"BANK_DEMAND_DEPOSIT","INT","(은행)요구불예금",""
"BANK_SAVINGS_DEPOSIT","INT","(은행)저축성예금",""
"BANKCD_ISSUE","INT","(은행)CD순발행",""
"BB_COMM","NUMERIC(19)","보통주주식수(주)",""
"BB_COMMRATE","NUMERIC(5,2)","보통주비율(%)",""
"BB_FS_YYMM","NUMERIC(6)","회계년도(년월)",""
"BB_GUBN","CHAR(2)","주주구분","(10:대주주1일초계,20:대주주1인과특수관계인,30:5%이상주요주주,40:기타주주)"
"BB_NAME","VARCHAR(60)","성명",""
"BB_PREF","NUMERIC(19)","우선주주식수(주)",""
"BB_PREF_RATE","NUMERIC(5,2)","우선주비율(%)",""
"BB_RELATION","VARCHAR(60)","대주주1인과특수관계",""
"BB_SEQ","NUMERIC(8)","일련번호",""
"BIGCD","CHAR(1)","대분류코드","1:뉴스 / 2: 공시"
"BIZ_REG_NO","VARCHAR(13)","사업자등록번호",""
"BODY","VARCHAR(132)","본문",""
"BONCD","CHAR(1)","본문분류코드",""
"BRK_CODE","INT","회원사코드",""
"BRKBUYAMT","INT(18)","위탁매수거래대금",""
"BRKBUYVOL","INT(18)","위탁매수거래량",""
"BRKCODE","INT","회원사코드",""
"BRKNAMEE","CHAR(60)","영문회원사약명",""
"BRKSELLAMT","INT(18)","위탁매도거래대금",""
"BRKSELLVOL","INT(18)","위탁매도거래량",""
"CEO","VARCHAR(50)","대표이사",""
"CF","NUMERIC(32,20)","지급현금흐름",""
"CHECK_CODE","VARCHAR(100)","CHECK 코드",""
"CLASS1","VARCHAR(100)","대분류",""
"CLASS2","VARCHAR(100)","중분류",""
"CLASS3","VARCHAR(100)","소분류",""
"CLASS4","VARCHAR(100)","세분류",""
"CLASSA","VARCHAR(100)","최초분류",""
"CLASSN","VARCHAR(100)","국가",""
"CMP_CD","CHAR(6)","기업코드",""
"CMP_FUL_NM_ENG","VARCHAR(200)","영문명",""
"CMP_FUL_NM_KOR","VARCHAR(200)","한글명",""
"CMP_NM_ENG","VARCHAR(100)","영문약명",""
"CMP_NM_KOR","VARCHAR(100)","한글약명",""
"CMP_YN","NUMERIC(1)","기업 아이템여부","0:미사용,1:사용"
"CMS_TYP","NUMERIC(1)","섹터 아이템여부","1:재무계정,2:비재무계정"
"CNS_DT","NUMERIC(8)","생성일자",""
"CODE","CHAR(12)","뉴스원",""
"COMMENT1","VARCHAR(240)","코멘트1",""
"COMMENT2","VARCHAR(240)","코멘트2",""
"COMMENT3","VARCHAR(240)","코멘트3",""
"COMMENT4","VARCHAR(240)","코멘트4",""
"COMMENT5","VARCHAR(240)","코멘트5",""
"CONV_RATE","NUMERIC(22,8)","전환계수",""
"CORP_REG_NO","VARCHAR(15)","법인등록번호",""
"CREATE_DT","DATETIME","최초입력날짜",""
"CURRENCY","VARCHAR(100)","통화",""
"CYCLE","VARCHAR(50)","주기",""
"DATA_VALUE","VARCHAR(50)","지표값",""
"DATE","CHAR(8)","일자",""
"DELIST_DT","NUMERIC(8)","상장폐지일",""
"DSEQ","INT","일련번호","내부사용"
"DWM_TYPE","NUMERIC(2)","주기구분","(1:일,2:주,3:월)"
"EDATE","INT","끝일자",""
"EMP_NO","NUMERIC(10)","우편번호",""
"END_DATE","NUMERIC(8)","이자계산종료일",""
"END_DT","NUMERIC(8)","종료일",""
"EST_DT","NUMERIC(8)","설립일",""
"F02045","INT(11)","20일최고가",""
"F02056","INT(11)","20일최고가발생일",""
"F02067","INT(11)","20일최저가",""
"F02078","INT(11)","20일최저가발생일",""
"F02089","INT(11)","120일최고가",""
"F02100","INT(11)","120일최고가발생일",""
"F02111","INT(11)","120일최저가",""
"F02122","INT(11)","120일최저가발생일",""
"F02133","INT(11)","52주최고가",""
"F02144","INT(11)","52주최고가발생일",""
"F02155","INT(11)","52주최저가",""
"F02166","INT(11)","52주최저가발생일",""
"F02177","INT(11)","연중최고가",""
"F02188","INT(11)","연중최고가발생일",""
"F02199","INT(11)","연중최저가",""
"F02210","INT(11)","연중최저가발생일",""
"F02221","INT(11)","역대최고가",""
"F02232","INT(11)","역대최고가발생일",""
"F02243","INT(11)","역대최저가",""
"F02254","INT(11)","역대최저가발생일",""
"F02283","INT(11)","60일최고가",""
"F02284","INT(11)","60일최고가일자",""
"F02285","INT(11)","60일최저가",""
"F02286","INT(11)","60일최저가일자",""
"F03003","INT","전일종가",""
"F03302","DECIMAL(12,3)","전일수익률",""
"F03320","BIGINT(20)","최근일거래량_채권종류대비",""
"F03321","BIGINT(20)","최근일거래대금_채권종류대비",""
"F03322","INT(10)","최근일체결건수_채권종류대비",""
"F03323","DECIMAL(12,2)","최근일체결가_채권종류대비",""
"F03324","CHAR(8)","최근체결일_채권종류대비",""
"F03325","DECIMAL(12,3)","최근일체결수익률_채권종류대비",""
"F03329","DECIMAL(12,2)","전일ETP지표가치(예탁원)(NAV/IV)",""
"F03377","BIGINT(20)","전일외국인보유주식수",""
"F03480","INT","종목별전일입회일",""
"F04001","DECIMAL(12,2)","시장베이시스",""
"F04002","DECIMAL(12,2)","이론베이시스",""
"F04017","DECIMAL(6,2)","이론가괴리율",""
"F04502","DECIMAL(12,6)","내재변동성델타",""
"F04503","DECIMAL(12,6)","내재변동성감마",""
"F04504","DECIMAL(12,6)","내재변동성베가",""
"F04505","DECIMAL(12,6)","내재변동성세타",""
"F04506","DECIMAL(12,6)","내재변동성로",""
"F04507","DECIMAL(20,1)","내재변동성",""
"F04531","DECIMAL(6,2)","내재변동성이론가",""
"F05507","BIGINT(20)","종목별프로그램매매차익매도거래량",""
"F05508","BIGINT(20)","종목별프로그램매매차익매수거래량",""
"F05509","BIGINT(20)","종목별프로그램매매차익순매수거래량",""
"F05516","BIGINT(20)","종목별프로그램매매비차익매도거래량",""
"F05517","BIGINT(20)","종목별프로그램매매비차익매수거래량",""
"F05518","BIGINT(20)","종목별프로그램매매비차익순매수거래량",""
"F05525","BIGINT(20)","종목별프로그램매매매도거래량",""
"F05526","BIGINT(20)","종목별프로그램매매매수거래량",""
"F05527","BIGINT(20)","종목별프로그램매매순매수거래량",""
"F05552","DECIMAL(12,2)","종목별프로그램매매매도거래량비율",""
"F05553","DECIMAL(12,2)","종목별프로그램매매매수거래량비율",""
"F05554","DECIMAL(12,2)","종목별프로그램매매순매수거래량비율",""
"F05561","BIGINT(20)","전체프로그램매매차익매도거래량",""
"F05562","BIGINT(20)","전체프로그램매매차익매수거래량",""
"F05563","BIGINT(20)","전체프로그램매매차익순매수거래량",""
"F05570","BIGINT(20)","전체프로그램매매비차익매도거래량",""
"F05571","BIGINT(20)","전체프로그램매매비차익매수거래량",""
"F05572","BIGINT(20)","전체프로그램매매비차익순매수거래량",""
"F05579","BIGINT(20)","전체프로그램매매매도거래량",""
"F05580","BIGINT(20)","전체프로그램매매매수거래량",""
"F05581","BIGINT(20)","전체프로그램매매순매수거래량",""
"F05615","BIGINT(20)","종목별프로그램매매차익매도거래대금",""
"F05616","BIGINT(20)","종목별프로그램매매차익매수거래대금",""
"F05617","BIGINT(20)","종목별프로그램매매차익순매수거래대금",""
"F05624","BIGINT(20)","종목별프로그램매매비차익매도거래대금",""
"F05625","BIGINT(20)","종목별프로그램매매비차익매수거래대금",""
"F05626","BIGINT(20)","종목별프로그램매매비차익순매수거래대금",""
"F05633","BIGINT(20)","종목별프로그램매매매도거래대금",""
"F05634","BIGINT(20)","종목별프로그램매매매수거래대금",""
"F05635","BIGINT(20)","종목별프로그램매매순매수거래대금",""
"F05660","DECIMAL(12,2)","종목별프로그램매매매도거래대금비율",""
"F05661","DECIMAL(12,2)","종목별프로그램매매매수거래대금비율",""
"F05662","DECIMAL(12,2)","종목별프로그램매매순매수거래대금비율",""
"F05669","BIGINT(20)","전체프로그램매매차익매도거래대금",""
"F05670","BIGINT(20)","전체프로그램매매차익매수거래대금",""
"F05671","BIGINT(20)","전체프로그램매매차익순매수거래대금",""
"F05678","BIGINT(20)","전체프로그램매매비차익매도거래대금",""
"F05679","BIGINT(20)","전체프로그램매매비차익매수거래대금",""
"F05680","BIGINT(20)","전체프로그램매매비차익순매수거래대금",""
"F05687","BIGINT(20)","전체프로그램매매매도거래대금",""
"F05688","BIGINT(20)","전체프로그램매매매수거래대금",""
"F05689","BIGINT(20)","전체프로그램매매순매수거래대금",""
"F06001","BIGINT(20)","외국인주문가능수량",""
"F06008","BIGINT(20)","외국인한도수량",""
"F06011","BIGINT(20)","외국인보유주식수",""
"F06012","BIGINT(20)","외국인보유주식수전일대비",""
"F06023","DECIMAL(12,2)","외국인보유율(당일)",""
"F06505_01","INT(11)","종목투자자별매도거래량1","금융투자"
"F06505_02","INT(11)","종목투자자별매도거래량2","보험"
"F06505_03","INT(11)","종목투자자별매도거래량3","투신"
"F06505_04","INT(11)","종목투자자별매도거래량4","은행"
"F06505_05","INT(11)","종목투자자별매도거래량5","기타금융"
"F06505_06","INT(11)","종목투자자별매도거래량6","연금"
"F06505_07","INT(11)","종목투자자별매도거래량7","미분류"
"F06505_08","INT(11)","종목투자자별매도거래량8","기관계"
"F06505_09","INT(11)","종목투자자별매도거래량9","기타법인"
"F06505_10","INT(11)","종목투자자별매도거래량10","개인"
"F06505_11","INT(11)","종목투자자별매도거래량11","외국인"
"F06505_12","INT(11)","종목투자자별매도거래량12","종합계"
"F06505_13","INT(11)","종목투자자별매도거래량13","사모펀드"
"F06505_14","INT(11)","종목투자자별매도거래량14","외인-등록"
"F06505_15","INT(11)","종목투자자별매도거래량15","외인-기타"
"F06505_16","INT(11)","종목투자자별매도거래량16","기타합계"
"F06505_17","INT(11)","종목투자자별매도거래량17","미사용"
"F06505_18","INT(11)","종목투자자별매도거래량18","미사용"
"F06505_19","INT(11)","종목투자자별매도거래량19","미사용"
"F06505_20","INT(11)","종목투자자별매도거래량20","미사용"
"F06507_01","INT(11)","종목투자자별매수거래량1","금융투자"
"F06507_02","INT(11)","종목투자자별매수거래량2","보험"
"F06507_03","INT(11)","종목투자자별매수거래량3","투신"
"F06507_04","INT(11)","종목투자자별매수거래량4","은행"
"F06507_05","INT(11)","종목투자자별매수거래량5","기타금융"
"F06507_06","INT(11)","종목투자자별매수거래량6","연금"
"F06507_07","INT(11)","종목투자자별매수거래량7","미분류"
"F06507_08","INT(11)","종목투자자별매수거래량8","기관계"
"F06507_09","INT(11)","종목투자자별매수거래량9","기타법인"
"F06507_10","INT(11)","종목투자자별매수거래량10","개인"
"F06507_11","INT(11)","종목투자자별매수거래량11","외국인"
"F06507_12","INT(11)","종목투자자별매수거래량12","종합계"
"F06507_13","INT(11)","종목투자자별매수거래량13","사모펀드"
"F06507_14","INT(11)","종목투자자별매수거래량14","외인-등록"
"F06507_15","INT(11)","종목투자자별매수거래량15","외인-기타"
"F06507_16","INT(11)","종목투자자별매수거래량16","기타합계"
"F06507_17","INT(11)","종목투자자별매수거래량17","미사용"
"F06507_18","INT(11)","종목투자자별매수거래량18","미사용"
"F06507_19","INT(11)","종목투자자별매수거래량19","미사용"
"F06507_20","INT(11)","종목투자자별매수거래량20","미사용"
"F06508_01","INT(11)","종목투자자별순매수거래량1","금융투자"
"F06508_02","INT(11)","종목투자자별순매수거래량2","보험"
"F06508_03","INT(11)","종목투자자별순매수거래량3","투신"
"F06508_04","INT(11)","종목투자자별순매수거래량4","은행"
"F06508_05","INT(11)","종목투자자별순매수거래량5","기타금융"
"F06508_06","INT(11)","종목투자자별순매수거래량6","연금"
"F06508_07","INT(11)","종목투자자별순매수거래량7","미분류"
"F06508_08","INT(11)","종목투자자별순매수거래량8","기관계"
"F06508_09","INT(11)","종목투자자별순매수거래량9","기타법인"
"F06508_10","INT(11)","종목투자자별순매수거래량10","개인"
"F06508_11","INT(11)","종목투자자별순매수거래량11","외국인"
"F06508_12","INT(11)","종목투자자별순매수거래량12","종합계"
"F06508_13","INT(11)","종목투자자별순매수거래량13","사모펀드"
"F06508_14","INT(11)","종목투자자별순매수거래량14","외인-등록"
"F06508_15","INT(11)","종목투자자별순매수거래량15","외인-기타"
"F06508_16","INT(11)","종목투자자별순매수거래량16","기타합계"
"F06508_17","INT(11)","종목투자자별순매수거래량17","미사용"
"F06508_18","INT(11)","종목투자자별순매수거래량18","미사용"
"F06508_19","INT(11)","종목투자자별순매수거래량19","미사용"
"F06508_20","INT(11)","종목투자자별순매수거래량20","미사용"
"F06509_01","BIGINT(20)","종목투자자별매도거래대금1","금융투자"
"F06509_02","BIGINT(20)","종목투자자별매도거래대금2","보험"
"F06509_03","BIGINT(20)","종목투자자별매도거래대금3","투신"
"F06509_04","BIGINT(20)","종목투자자별매도거래대금4","은행"
"F06509_05","BIGINT(20)","종목투자자별매도거래대금5","기타금융"
"F06509_06","BIGINT(20)","종목투자자별매도거래대금6","연금"
"F06509_07","BIGINT(20)","종목투자자별매도거래대금7","미분류"
"F06509_08","BIGINT(20)","종목투자자별매도거래대금8","기관계"
"F06509_09","BIGINT(20)","종목투자자별매도거래대금9","기타법인"
"F06509_10","BIGINT(20)","종목투자자별매도거래대금10","개인"
"F06509_11","BIGINT(20)","종목투자자별매도거래대금11","외국인"
"F06509_12","BIGINT(20)","종목투자자별매도거래대금12","종합계"
"F06509_13","BIGINT(20)","종목투자자별매도거래대금13","사모펀드"
"F06509_14","BIGINT(20)","종목투자자별매도거래대금14","외인-등록"
"F06509_15","BIGINT(20)","종목투자자별매도거래대금15","외인-기타"
"F06509_16","BIGINT(20)","종목투자자별매도거래대금16","기타합계"
"F06509_17","BIGINT(20)","종목투자자별매도거래대금17","미사용"
"F06509_18","BIGINT(20)","종목투자자별매도거래대금18","미사용"
"F06509_19","BIGINT(20)","종목투자자별매도거래대금19","미사용"
"F06509_20","BIGINT(20)","종목투자자별매도거래대금20","미사용"
"F06510_01","BIGINT(20)","종목투자자별매수거래대금1","금융투자"
"F06510_02","BIGINT(20)","종목투자자별매수거래대금2","보험"
"F06510_03","BIGINT(20)","종목투자자별매수거래대금3","투신"
"F06510_04","BIGINT(20)","종목투자자별매수거래대금4","은행"
"F06510_05","BIGINT(20)","종목투자자별매수거래대금5","기타금융"
"F06510_06","BIGINT(20)","종목투자자별매수거래대금6","연금"
"F06510_07","BIGINT(20)","종목투자자별매수거래대금7","미분류"
"F06510_08","BIGINT(20)","종목투자자별매수거래대금8","기관계"
"F06510_09","BIGINT(20)","종목투자자별매수거래대금9","기타법인"
"F06510_10","BIGINT(20)","종목투자자별매수거래대금10","개인"
"F06510_11","BIGINT(20)","종목투자자별매수거래대금11","외국인"
"F06510_12","BIGINT(20)","종목투자자별매수거래대금12","종합계"
"F06510_13","BIGINT(20)","종목투자자별매수거래대금13","사모펀드"
"F06510_14","BIGINT(20)","종목투자자별매수거래대금14","외인-등록"
"F06510_15","BIGINT(20)","종목투자자별매수거래대금15","외인-기타"
"F06510_16","BIGINT(20)","종목투자자별매수거래대금16","기타합계"
"F06510_17","BIGINT(20)","종목투자자별매수거래대금17","미사용"
"F06510_18","BIGINT(20)","종목투자자별매수거래대금18","미사용"
"F06510_19","BIGINT(20)","종목투자자별매수거래대금19","미사용"
"F06510_20","BIGINT(20)","종목투자자별매수거래대금20","미사용"
"F06511_01","BIGINT(20)","종목투자자별순매수거래대금1","금융투자"
"F06511_02","BIGINT(20)","종목투자자별순매수거래대금2","보험"
"F06511_03","BIGINT(20)","종목투자자별순매수거래대금3","투신"
"F06511_04","BIGINT(20)","종목투자자별순매수거래대금4","은행"
"F06511_05","BIGINT(20)","종목투자자별순매수거래대금5","기타금융"
"F06511_06","BIGINT(20)","종목투자자별순매수거래대금6","연금"
"F06511_07","BIGINT(20)","종목투자자별순매수거래대금7","미분류"
"F06511_08","BIGINT(20)","종목투자자별순매수거래대금8","기관계"
"F06511_09","BIGINT(20)","종목투자자별순매수거래대금9","기타법인"
"F06511_10","BIGINT(20)","종목투자자별순매수거래대금10","개인"
"F06511_11","BIGINT(20)","종목투자자별순매수거래대금11","외국인"
"F06511_12","BIGINT(20)","종목투자자별순매수거래대금12","종합계"
"F06511_13","BIGINT(20)","종목투자자별순매수거래대금13","사모펀드"
"F06511_14","BIGINT(20)","종목투자자별순매수거래대금14","외인-등록"
"F06511_15","BIGINT(20)","종목투자자별순매수거래대금15","외인-기타"
"F06511_16","BIGINT(20)","종목투자자별순매수거래대금16","기타합계"
"F06511_17","BIGINT(20)","종목투자자별순매수거래대금17","미사용"
"F06511_18","BIGINT(20)","종목투자자별순매수거래대금18","미사용"
"F06511_19","BIGINT(20)","종목투자자별순매수거래대금19","미사용"
"F06511_20","BIGINT(20)","종목투자자별순매수거래대금20","미사용"
"F06520_01","INT(11)","시장투자자별콜순매수수량1","금융투자"
"F06520_02","INT(11)","시장투자자별콜순매수수량2","보험"
"F06520_03","INT(11)","시장투자자별콜순매수수량3","투신"
"F06520_04","INT(11)","시장투자자별콜순매수수량4","은행"
"F06520_05","INT(11)","시장투자자별콜순매수수량5","기타금융"
"F06520_06","INT(11)","시장투자자별콜순매수수량6","연금"
"F06520_07","INT(11)","시장투자자별콜순매수수량7","미분류"
"F06520_08","INT(11)","시장투자자별콜순매수수량8","기관계"
"F06520_09","INT(11)","시장투자자별콜순매수수량9","기타법인"
"F06520_10","INT(11)","시장투자자별콜순매수수량10","개인"
"F06520_11","INT(11)","시장투자자별콜순매수수량11","외국인"
"F06520_12","INT(11)","시장투자자별콜순매수수량12","종합계"
"F06520_13","INT(11)","시장투자자별콜순매수수량13","사모펀드"
"F06520_14","INT(11)","시장투자자별콜순매수수량14","외인-등록"
"F06520_15","INT(11)","시장투자자별콜순매수수량15","외인-기타"
"F06520_16","INT(11)","시장투자자별콜순매수수량16","기타합계"
"F06520_17","INT(11)","시장투자자별콜순매수수량17","미사용"
"F06520_18","INT(11)","시장투자자별콜순매수수량18","미사용"
"F06520_19","INT(11)","시장투자자별콜순매수수량19","미사용"
"F06520_20","INT(11)","시장투자자별콜순매수수량20","미사용"
"F06523_01","BIGINT(20)","시장투자자별콜순매수금액1","금융투자"
"F06523_02","BIGINT(20)","시장투자자별콜순매수금액2","보험"
"F06523_03","BIGINT(20)","시장투자자별콜순매수금액3","투신"
"F06523_04","BIGINT(20)","시장투자자별콜순매수금액4","은행"
"F06523_05","BIGINT(20)","시장투자자별콜순매수금액5","기타금융"
"F06523_06","BIGINT(20)","시장투자자별콜순매수금액6","연금"
"F06523_07","BIGINT(20)","시장투자자별콜순매수금액7","미분류"
"F06523_08","BIGINT(20)","시장투자자별콜순매수금액8","기관계"
"F06523_09","BIGINT(20)","시장투자자별콜순매수금액9","기타법인"
"F06523_10","BIGINT(20)","시장투자자별콜순매수금액10","개인"
"F06523_11","BIGINT(20)","시장투자자별콜순매수금액11","외국인"
"F06523_12","BIGINT(20)","시장투자자별콜순매수금액12","종합계"
"F06523_13","BIGINT(20)","시장투자자별콜순매수금액13","사모펀드"
"F06523_14","BIGINT(20)","시장투자자별콜순매수금액14","외인-등록"
"F06523_15","BIGINT(20)","시장투자자별콜순매수금액15","외인-기타"
"F06523_16","BIGINT(20)","시장투자자별콜순매수금액16","기타합계"
"F06523_17","BIGINT(20)","시장투자자별콜순매수금액17","미사용"
"F06523_18","BIGINT(20)","시장투자자별콜순매수금액18","미사용"
"F06523_19","BIGINT(20)","시장투자자별콜순매수금액19","미사용"
"F06523_20","BIGINT(20)","시장투자자별콜순매수금액20","미사용"
"F06532_01","INT(11)","시장투자자별풋순매수수량1","금융투자"
"F06532_02","INT(11)","시장투자자별풋순매수수량2","보험"
"F06532_03","INT(11)","시장투자자별풋순매수수량3","투신"
"F06532_04","INT(11)","시장투자자별풋순매수수량4","은행"
"F06532_05","INT(11)","시장투자자별풋순매수수량5","기타금융"
"F06532_06","INT(11)","시장투자자별풋순매수수량6","연금"
"F06532_07","INT(11)","시장투자자별풋순매수수량7","미분류"
"F06532_08","INT(11)","시장투자자별풋순매수수량8","기관계"
"F06532_09","INT(11)","시장투자자별풋순매수수량9","기타법인"
"F06532_10","INT(11)","시장투자자별풋순매수수량10","개인"
"F06532_11","INT(11)","시장투자자별풋순매수수량11","외국인"
"F06532_12","INT(11)","시장투자자별풋순매수수량12","종합계"
"F06532_13","INT(11)","시장투자자별풋순매수수량13","사모펀드"
"F06532_14","INT(11)","시장투자자별풋순매수수량14","외인-등록"
"F06532_15","INT(11)","시장투자자별풋순매수수량15","외인-기타"
"F06532_16","INT(11)","시장투자자별풋순매수수량16","기타합계"
"F06532_17","INT(11)","시장투자자별풋순매수수량17","미사용"
"F06532_18","INT(11)","시장투자자별풋순매수수량18","미사용"
"F06532_19","INT(11)","시장투자자별풋순매수수량19","미사용"
"F06532_20","INT(11)","시장투자자별풋순매수수량20","미사용"
"F06535_01","BIGINT(20)","시장투자자별풋순매수금액1","금융투자"
"F06535_02","BIGINT(20)","시장투자자별풋순매수금액2","보험"
"F06535_03","BIGINT(20)","시장투자자별풋순매수금액3","투신"
"F06535_04","BIGINT(20)","시장투자자별풋순매수금액4","은행"
"F06535_05","BIGINT(20)","시장투자자별풋순매수금액5","기타금융"
"F06535_06","BIGINT(20)","시장투자자별풋순매수금액6","연금"
"F06535_07","BIGINT(20)","시장투자자별풋순매수금액7","미분류"
"F06535_08","BIGINT(20)","시장투자자별풋순매수금액8","기관계"
"F06535_09","BIGINT(20)","시장투자자별풋순매수금액9","기타법인"
"F06535_10","BIGINT(20)","시장투자자별풋순매수금액10","개인"
"F06535_11","BIGINT(20)","시장투자자별풋순매수금액11","외국인"
"F06535_12","BIGINT(20)","시장투자자별풋순매수금액12","종합계"
"F06535_13","BIGINT(20)","시장투자자별풋순매수금액13","사모펀드"
"F06535_14","BIGINT(20)","시장투자자별풋순매수금액14","외인-등록"
"F06535_15","BIGINT(20)","시장투자자별풋순매수금액15","외인-기타"
"F06535_16","BIGINT(20)","시장투자자별풋순매수금액16","기타합계"
"F06535_17","BIGINT(20)","시장투자자별풋순매수금액17","미사용"
"F06535_18","BIGINT(20)","시장투자자별풋순매수금액18","미사용"
"F06535_19","BIGINT(20)","시장투자자별풋순매수금액19","미사용"
"F06535_20","BIGINT(20)","시장투자자별풋순매수금액20","미사용"
"F08001","INT","상한종목수",""
"F08002","INT","상승종목수",""
"F08003","INT","하한종목수",""
"F08004","INT","하락종목수",""
"F08005","INT","보합종목수",""
"F08029","INT","당일종목수",""
"F09009","NUMERIC(11,3)","대용가",""
"F09011","NUMERIC(8,3)","적용수익률_채권종목시가(KIS)",""
"F09012","NUMERIC(8,2)","적용단가_채권종목시가(KIS)",""
"F09013","NUMERIC(8,3)","적용수익률_채권종목시가(NICE)",""
"F09014","NUMERIC(8,2)","적용단가_채권종목시가(NICE)",""
"F09015","NUMERIC(8,3)","적용수익률_채권종목시가(한국채권평가)",""
"F09016","NUMERIC(8,2)","적용단가_채권종목시가(한국채권평가)",""
"F09029","DECIMAL(20,6)","기준수익률3월",""
"F09030","DECIMAL(20,6)","기준수익률6월",""
"F09031","DECIMAL(20,6)","기준수익률9월",""
"F09032","DECIMAL(20,6)","기준수익률1년",""
"F09033","DECIMAL(20,6)","기준수익률1년6월",""
"F09034","DECIMAL(20,6)","기준수익률2년",""
"F09035","DECIMAL(20,6)","기준수익률2년6월",""
"F09036","DECIMAL(20,6)","기준수익률3년",""
"F09037","DECIMAL(20,6)","기준수익률4년",""
"F09038","DECIMAL(20,6)","기준수익률5년",""
"F09039","DECIMAL(20,6)","기준수익률7년",""
"F09040","DECIMAL(20,6)","기준수익률10년",""
