path,module,name,description,signature,check_api_urls
"analysis/stock/backtest/add_order_from_signals.html","analysis.stock.backtest","add_order_from_signals","시그널 열의 값을 이용하여 매매수량을 계산하는 함수","add_order_from_signals( df: 'pd.DataFrame', buy_signal: 'str', sell_signal: 'str', ) -> pd.DataFrame",""
"analysis/stock/backtest/backtest_plot_stock_daily.html","analysis.stock.backtest","backtest_plot_stock_daily","백테스트 결과를 챠트로 시각화하는 함수","backtest_plot_stock_daily( df_result: 'pd.DataFrame', title: 'Optional[str]'=None, height: 'Optional[int]'=800, width: 'Optional[int]'=None, ) -> go.Figure",""
"analysis/stock/backtest/backtest_stats_stock_daily.html","analysis.stock.backtest","backtest_stats_stock_daily","백테스트의 성능 평가를 위한 함수","backtest_stats_stock_daily( df_result: 'pd.DataFrame', days_in_year: 'int'=252, ) -> pd.Series",""
"analysis/stock/backtest/backtest_stock_daily.html","analysis.stock.backtest","backtest_stock_daily","단일 주식의 일간기준 백테스트 수행","backtest_stock_daily( symbol: 'str', order: 'Union[pd.DataFrame, Callable[[str, dt.datetime, pd.DataFrame, pd.DataFrame, logging.Logger], int]]', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, init_cash: 'int'=0, close_on_end: 'bool'=False, allow_loan: 'bool'=False, broker_fee_percent: 'float'=0.0, exchange_fee_percent: 'float'=0.0, trade_tax_percent: 'float'=0.0, slippage_tick: 'int'=0, return_position: 'bool'=False, use_notadj: 'bool'=False, logger: 'Optional[logging.Logger]'=None, logname: 'Optional[str]'=None, logpath: 'Optional[str]'=None, loglevel: 'Optional[int]'=None, return_logger: 'Optional[bool]'=False, ) -> Union[pd.DataFrame, tuple[pd.DataFrame, pd.DataFrame], tuple[pd.DataFrame, logging.Logger], tuple[pd.DataFrame, pd.DataFrame, logging.Logger]]",""
"analysis/stock/backtest/backtest_stock_port_daily.html","analysis.stock.backtest","backtest_stock_port_daily","주식 포트폴리오의 일간기준 백테스트 수행","backtest_stock_port_daily( order: 'Union[pd.DataFrame, Callable[[dt.datetime, dict[str, pd.DataFrame], dict[str, pd.DataFrame], logging.Logger], list[tuple[str, int]]]]', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, init_cash: 'int'=0, close_on_end: 'bool'=False, allow_loan: 'bool'=False, broker_fee_percent: 'float'=0.0, exchange_fee_percent: 'float'=0.0, trade_tax_percent: 'float'=0.0, slippage_tick: 'int'=0, return_position: 'bool'=False, use_notadj: 'bool'=False, logger: 'Optional[logging.Logger]'=None, logname: 'Optional[str]'=None, logpath: 'Optional[str]'=None, loglevel: 'Optional[int]'=None, return_logger: 'Optional[bool]'=False, ) -> Union[dict[str, pd.DataFrame], tuple[dict[str, pd.DataFrame], dict[str, pd.DataFrame]], tuple[dict[str, pd.DataFrame], logging.Logger], tuple[dict[str, pd.DataFrame], dict[str, pd.DataFrame], logging.Logger]]",""
"analysis/stock/backtest/backtest_update_stock_daily.html","analysis.stock.backtest","backtest_update_stock_daily","단일 주식의 일간기준 백테스트 결과를 하루 단위로 업데이트하는 함수","backtest_update_stock_daily( symbol: 'str', order: 'int'=0, date: 'DATE_IN'=None, df_result: 'Optional[pd.DataFrame]'=None, df_position: 'Optional[pd.DataFrame]'=None, init_cash: 'int'=0, trade_close: 'bool'=False, allow_loan: 'bool'=False, broker_fee_percent: 'float'=0.0, exchange_fee_percent: 'float'=0.0, trade_tax_percent: 'float'=0.0, slippage_tick: 'int'=0, use_notadj: 'bool'=False, logger: 'Optional[logging.Logger]'=None, logname: 'Optional[str]'=None, logpath: 'Optional[str]'=None, loglevel: 'Optional[int]'=None, return_logger: 'Optional[bool]'=False, ) -> tuple[pd.DataFrame, pd.DataFrame] | tuple[pd.DataFrame, pd.DataFrame, logging.Logger]",""
"analysis/stock/backtest/backtest_update_stock_port_daily.html","analysis.stock.backtest","backtest_update_stock_port_daily","복수 주식의 일간기준 백테스트 결과를 하루 단위로 업데이트하는 함수","backtest_update_stock_port_daily( symbols_and_orders: 'list[tuple[str, int]]', date: 'DATE_IN', dict_df_result: 'Optional[dict[str, pd.DataFrame]]'=None, dict_df_position: 'Optional[dict[str, pd.DataFrame]]'=None, init_cash: 'int'=0, trade_close: 'bool'=False, allow_loan: 'bool'=False, broker_fee_percent: 'float'=0.0, exchange_fee_percent: 'float'=0.0, trade_tax_percent: 'float'=0.0, slippage_tick: 'int'=0, use_notadj: 'bool'=False, logger: 'Optional[logging.Logger]'=None, logname: 'Optional[str]'=None, logpath: 'Optional[str]'=None, loglevel: 'Optional[int]'=None, return_logger: 'Optional[bool]'=False, ) -> tuple[dict[str, pd.DataFrame], dict[str, pd.DataFrame]] | tuple[dict[str, pd.DataFrame], dict[str, pd.DataFrame], logging.Logger]",""
"analysis/stock/backtest/handle_stock_merge.html","analysis.stock.backtest","handle_stock_merge","액면병합을 처리하는 함수","handle_stock_merge( ratio: 'int', df_position: 'pd.DataFrame', ) -> tuple[pd.DataFrame, float]",""
"analysis/stock/backtest/handle_stock_split.html","analysis.stock.backtest","handle_stock_split","액면분할을 처리하는 함수","handle_stock_split( ratio: 'int', df_position: 'pd.DataFrame', ) -> pd.DataFrame",""
"analysis/stock/ta/moving_average/sma.html","analysis.stock.ta.moving_average","sma","단순이동평균(SMA: Simple Moving Average) 계산 함수","sma( df: 'pd.DataFrame', length: 'int'=10, column: 'str'='CLOSE', out_column: 'Optional[str]'=None, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/entropy.html","analysis.stock.ta.statistics","entropy","이동 엔트로피(Entropy)","entropy( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=10, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/kurtosis.html","analysis.stock.ta.statistics","kurtosis","이동 첨도 (Rolling Kurtosis)","kurtosis( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/mad.html","analysis.stock.ta.statistics","mad","이동 평균절대편차 (Rolling Mean Absolute Deviation)","mad( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/median.html","analysis.stock.ta.statistics","median","이동 중앙값 (Rolling Median)","median( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/quantile.html","analysis.stock.ta.statistics","quantile","이동 분위수 (Rolling Quantile)","quantile( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, q: 'float'=0.0, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/skew.html","analysis.stock.ta.statistics","skew","이동 왜도 (Rolling Skew)","skew( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/stdev.html","analysis.stock.ta.statistics","stdev","이동 표준편차 (Rolling Standard Deviation)","stdev( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/variance.html","analysis.stock.ta.statistics","variance","이동 분산 (Rolling Variance)","variance( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/statistics/zscore.html","analysis.stock.ta.statistics","zscore","이동 Z-스코어 (Rolling Z Score)","zscore( df: 'pd.DataFrame', column: 'str'='CLOSE', length: 'int'=30, inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/above.html","analysis.stock.ta.utility","above","A 시계열 값이 B 시계열 값 이상이면 True, 미만이면 False를 반환하는 함수","above( df: 'pd.DataFrame', column_a: 'str', column_b: 'str', out_column: 'str'='ABOVE', inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/above_value.html","analysis.stock.ta.utility","above_value","시계열 값이 기준 설정값 이상이면 True, 미만이면 False를 반환하는 함수","above_value( df: 'pd.DataFrame', column: 'str', value: 'float', out_column: 'str'='ABOVE', inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/below.html","analysis.stock.ta.utility","below","A 시계열 값이 B 시계열 값 이하이면 True, 초과면 False를 반환하는 함수","below( df: 'pd.DataFrame', column_a: 'str', column_b: 'str', out_column: 'str'='BELOW', inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/below_value.html","analysis.stock.ta.utility","below_value","시계열 값이 기준 설정값 이하이면 True, 초과면 False를 반환하는 함수","below_value( df: 'pd.DataFrame', column: 'str', value: 'float', out_column: 'str'='BELOW', inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/cross.html","analysis.stock.ta.utility","cross","두 시그널이 교차하는 지점을 찾아내는 함수","cross( df: 'pd.DataFrame', column_a: 'str', column_b: 'str', out_column_up: 'str'='CROSS_UP', out_column_down: 'str'='CROSS_DOWN', inplace: 'bool'=False, ) -> pd.DataFrame",""
"analysis/stock/ta/utility/cross_value.html","analysis.stock.ta.utility","cross_value","시그널이 설정값을 교차하는 지점을 찾아내는 함수","cross_value( df: 'pd.DataFrame', column: 'str', value: 'float', out_column_up: 'str'='CROSS_UP', out_column_down: 'str'='CROSS_DOWN', inplace: 'bool'=False, ) -> pd.DataFrame",""
"api/get_api.html","api","get_api","설정된 CHECK-API 서비스용 API ID 및 API KEY를 반환하는 함수","get_api() -> tuple[str, str]",""
"api/set_api.html","api","set_api","CHECK-API 서비스용 API ID 및 API KEY를 설정 및 저장하는 함수","set_api( api_id: 'str', api_key: 'str', )",""
"chart/chart_candle.html","chart","chart_candle","일간 캔들챠트를 출력하는 함수","chart_candle( df: 'pd.DataFrame', overlay: 'Optional[dict[Union[str, pd.Series], Any]]'=None, date: 'Optional[Union[str, pd.Series]]'=None, open: 'Optional[Union[str, pd.Series]]'=None, high: 'Optional[Union[str, pd.Series]]'=None, low: 'Optional[Union[str, pd.Series]]'=None, close: 'Optional[Union[str, pd.Series]]'=None, volume: 'Optional[Union[str, pd.Series]]'=None, start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, title: 'Optional[str]'=None, height: 'Optional[int]'=None, width: 'Optional[int]'=None, **candle_opt, ) -> go.Figure",""
"chart/chart_line.html","chart","chart_line","일간 라인챠트를 출력하는 함수","chart_line( df: 'pd.DataFrame', overlay: 'Optional[dict[Union[str, pd.Series], dict[str, Any]]]'=None, date: 'Optional[Union[str, pd.Series]]'=None, close: 'Optional[Union[str, pd.Series]]'=None, volume: 'Optional[Union[str, pd.Series]]'=None, start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, title: 'Optional[str]'=None, height: 'Optional[int]'=None, width: 'Optional[int]'=None, row_heights: 'Optional[list[float]]'=None, **line_opt, ) -> go.Figure",""
"data/company/account_code.html","data.company","account_code","재무제표 계정 코드 정보를 담은 데이터프레임을 출력하는 함수","account_code() -> pd.DataFrame",""
"data/company/account_code_search.html","data.company","account_code_search","한글 계정명이 해당 문자열을 포함하는 계정코드를 반환하는 함수","account_code_search( keyword: 'str', ) -> pd.DataFrame",""
"data/company/account_history.html","data.company","account_history","재무제표 계정의 과거기록을 출력하는 함수","account_history( symbol: 'Union[str, List[str]]', account_code: 'str', period: ""Literal['y', 'q']""='y', consolidated: 'bool'=True, pivot: 'bool'=False, ) -> pd.DataFrame",""
"data/company/company_info.html","data.company","company_info","기업 일반정보를 반환하는 함수","company_info( symbol: 'str', ) -> pd.Series",""
"data/company/latest_yearmonth.html","data.company","latest_yearmonth","기업의 최신 재무제표 발표 기준 연월을 출력하는 함수","latest_yearmonth( symbol: 'str', ) -> str",""
"data/disclosure/disclosure_stock.html","data.disclosure","disclosure_stock","주식 공시 정보를 반환하는 함수","disclosure_stock( symbol: 'str', date: 'DATE_IN'=None, count: 'int'=100, ) -> pd.DataFrame",""
"data/ficc/daily/daily_fx_swap.html","data.ficc.daily","daily_fx_swap","외환스왑 일간정보를 반환하는 함수","daily_fx_swap( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame",""
"data/ficc/info/info_bond.html","data.ficc.info","info_bond","장내채권 발행 정보를 출력하는 함수","info_bond( symbol: 'str', ) -> pd.DataFrame",""
"data/ficc/info/info_fx_swap.html","data.ficc.info","info_fx_swap","외환스왑 종목 정보를 출력하는 함수","info_fx_swap( symbol: 'str', ) -> pd.DataFrame",""
"data/ficc/symbol/symbol_bond.html","data.ficc.symbol","symbol_bond","채권 종목 코드를 반환하는 함수","symbol_bond() -> pd.DataFrame","/bond/m038/code_info"
"data/ficc/symbol/symbol_bond_ktb.html","data.ficc.symbol","symbol_bond_ktb","장내 국채 종목 코드를 반환하는 함수","symbol_bond_ktb() -> pd.DataFrame","/bond/m161/code_info"
"data/ficc/symbol/symbol_fx.html","data.ficc.symbol","symbol_fx","외환정보 종목 목록을 반환하는 함수","symbol_fx() -> pd.DataFrame","/bond/m023/code_info"
"data/ficc/symbol/symbol_fx_swap.html","data.ficc.symbol","symbol_fx_swap","외환스왑 종목 목록을 반환하는 함수","symbol_fx_swap() -> pd.DataFrame","/bond/m026/code_info"
"data/news/news_stock.html","data.news","news_stock","주식 뉴스 정보를 반환하는 함수","news_stock( symbol: 'str', date: 'DATE_IN'=None, count: 'int'=1000, ) -> pd.DataFrame",""
"data/stock/daily/daily_block_stock.html","data.stock.daily","daily_block_stock","주식 종목의 일자별 대량매매 정보를 반환하는 함수","daily_block_stock( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/mass_hist_info /stock/m003/mass_hist_info"
"data/stock/daily/daily_fund.html","data.stock.daily","daily_fund","상장 펀드 종목의 일간정보를 반환하는 함수","daily_fund( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m008/hist_info"
"data/stock/daily/daily_index.html","data.stock.daily","daily_index","업종의 일간정보를 반환하는 함수","daily_index( market: 'str', symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m002/hist_info /stock/m004/hist_info"
"data/stock/daily/daily_investor_index.html","data.stock.daily","daily_investor_index","특정 업종지수의 과거 일간 투자자 정보를 반환하는 함수","daily_investor_index( market: 'str', symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m002/invest_hist_info /stock/m004/invest_hist_info"
"data/stock/daily/daily_kosdaq_index.html","data.stock.daily","daily_kosdaq_index","코스닥 업종의 일간정보를 반환하는 함수","daily_kosdaq_index( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m004/hist_info"
"data/stock/daily/daily_kospi_index.html","data.stock.daily","daily_kospi_index","거래소 업종의 일간정보를 반환하는 함수","daily_kospi_index( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m002/hist_info"
"data/stock/daily/daily_lend_stock.html","data.stock.daily","daily_lend_stock","주식 종목의 일자별 대차잔고 정보를 반환하는 함수","daily_lend_stock( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/loan_hist_info /stock/m003/loan_hist_info"
"data/stock/daily/daily_margin_stock.html","data.stock.daily","daily_margin_stock","주식 종목의 일자별 신용잔고 및 대주 정보를 반환하는 함수","daily_margin_stock( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/credit_hist_info /stock/m003/credit_hist_info"
"data/stock/daily/daily_short_stock.html","data.stock.daily","daily_short_stock","주식 종목의 일자별 공매도 정보를 반환하는 함수","daily_short_stock( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/short_hist_info /stock/m003/short_hist_info"
"data/stock/daily/daily_stock.html","data.stock.daily","daily_stock","주식 종목의 일간정보를 반환하는 함수","daily_stock( symbol: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/hist_info /stock/m003/hist_info"
"data/stock/info/info_basic_fund.html","data.stock.info","info_basic_fund","상장 펀드의 정보를 출력하는 함수","info_basic_fund( symbol: 'str', as_frame: 'bool'=False, ) -> Union[pd.Series, pd.DataFrame]","/stock/m008/basic_info"
"data/stock/info/info_basic_index.html","data.stock.info","info_basic_index","업종/지수의 정보를 출력하는 함수","info_basic_index( market: 'str', symbol: 'str', as_frame: 'bool'=False, ) -> Union[pd.Series, pd.DataFrame]","/stock/m002/basic_info /stock/m004/basic_info"
"data/stock/info/info_basic_stock.html","data.stock.info","info_basic_stock","단일 주식 종목의 간단한 현재 상태 정보를 출력하는 함수","info_basic_stock( symbol: 'str', as_frame: 'bool'=False, ) -> Union[pd.Series, pd.DataFrame]","/stock/m001/basic_info /stock/m003/basic_info"
"data/stock/info/info_basic_stocks.html","data.stock.info","info_basic_stocks","복수 주식 종목의 간단한 현재 상태 정보를 출력하는 함수","info_basic_stocks( symbols: 'list[str]', ) -> pd.DataFrame","/stock/m001/basic_info_port /stock/m003/basic_info_port"
"data/stock/info/info_stock.html","data.stock.info","info_stock","단일 주식 종목의 모든 현재 상태 정보를 출력하는 함수","info_stock( symbol: 'str', as_frame: 'bool'=False, ) -> Union[pd.Series, pd.DataFrame]","/stock/m001/basic_info_all /stock/m003/basic_info_all"
"data/stock/info/info_stocks.html","data.stock.info","info_stocks","복수 주식종목들의 모든 현재 상태 정보를 출력하는 함수","info_stocks( symbols: 'list[str]', ) -> pd.DataFrame","/stock/m001/basic_info_all /stock/m003/basic_info_all"
"data/stock/intra/intra_fund.html","data.stock.intra","intra_fund","상장 펀드 종목의 당일 일중(intraday) 시장정보를 반환하는 함수","intra_fund( symbol: 'str', ) -> pd.DataFrame","/stock/m008/intra_info"
"data/stock/intra/intra_index.html","data.stock.intra","intra_index","업종 지수의 당일 일중(intraday) 10초/1분 단위 시장정보를 반환하는 함수","intra_index( market: 'str', symbol: 'str', interval: ""Literal['10S', '1M']""='1M', ) -> pd.DataFrame","/stock/m002/intra_info /stock/m004/intra_info"
"data/stock/intra/intra_kosdaq_index.html","data.stock.intra","intra_kosdaq_index","코스닥 업종 지수의 당일 일중(intraday) 시장정보를 반환하는 함수","intra_kosdaq_index( symbol: 'str', interval: ""Literal['10S', '1M']""='1M', ) -> pd.DataFrame","/stock/m004/intra_info"
"data/stock/intra/intra_kospi_index.html","data.stock.intra","intra_kospi_index","거래소 업종 지수의 당일 일중(intraday) 시장정보를 반환하는 함수","intra_kospi_index( symbol: 'str', interval: ""Literal['10S', '1M']""='1M', ) -> pd.DataFrame","/stock/m002/intra_info"
"data/stock/intra/intra_stock.html","data.stock.intra","intra_stock","주식 종목의 당일 일중(intraday) 시장정보를 반환하는 함수","intra_stock( symbol: 'str', date: 'DATE_IN'=None, interval: ""Literal['10S', '1M']""='1M', ) -> pd.DataFrame","/stock/m001/intra_info /stock/m003/intra_info /stock/m001/intra_date /stock/m003/intra_date"
"data/stock/intra/quote_stock.html","data.stock.intra","quote_stock","주식 종목의 호가 정보를 반환하는 함수","quote_stock( symbol: 'str', ) -> pd.Series","/stock/m001/hoga_info /stock/m003/hoga_info"
"data/stock/intra/trade_fund.html","data.stock.intra","trade_fund","상장 펀드의 당일 일중(intraday) 틱데이터를 반환하는 함수","trade_fund( symbol: 'str', ) -> pd.DataFrame","/stock/m008/tick_info"
"data/stock/intra/trade_index.html","data.stock.intra","trade_index","예상지수를 포함한 업종 지수의 당일 일중(intraday) 틱데이터를 반환하는 함수","trade_index( market: 'str', symbol: 'str', ) -> pd.DataFrame","/stock/m002/tick_info /stock/m004/tick_info"
"data/stock/intra/trade_stock.html","data.stock.intra","trade_stock","예상 체결가를 포함한 주식 종목의 체결 틱데이터 정보를 반환하는 함수","trade_stock( symbol: 'str', count: 'int', loc: 'str'='last', ) -> pd.DataFrame","/stock/m001/tick_info /stock/m003/tick_info"
"data/stock/period/period_fund.html","data.stock.period","period_fund","상장 펀드 종목의 주/월/분기/연도별 주기 정보를 반환하는 함수","period_fund( symbol: 'str', period: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m008/term_hist_info"
"data/stock/period/period_index.html","data.stock.period","period_index","업종/지수의 주/월/분기/연도별 주기 정보를 반환하는 함수","period_index( market: 'str', symbol: 'str', period: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m002/term_hist_info /stock/m004/term_hist_info"
"data/stock/period/period_stock.html","data.stock.period","period_stock","주식 종목의 주/월/분기/연도별 주기 정보를 반환하는 함수","period_stock( symbol: 'str', period: 'str', start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, ) -> pd.DataFrame","/stock/m001/term_hist_info /stock/m003/term_hist_info"
"data/stock/rank/rank_stocks.html","data.stock.rank","rank_stocks","당일의 주식 전종목 정보를 기준 순위별로 정렬하여 출력하는 함수","rank_stocks( order_key: 'str'='MARKETCAP', ) -> pd.DataFrame","/stock/m001/rank /stock/m003/rank"
"data/stock/sum/sum_block_stocks.html","data.stock.sum","sum_block_stocks","종목별 대량매매 기간합산 정보를 반환하는 함수","sum_block_stocks( start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, market: 'str | None'=None, ) -> pd.DataFrame","/stock/m001/rank_mass_date /stock/m003/rank_mass_date"
"data/stock/sum/sum_broker_stocks.html","data.stock.sum","sum_broker_stocks","회원사별 매매집계 기간합산 정보를 반환하는 함수","sum_broker_stocks( start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, market: 'str | None'=None, ) -> pd.DataFrame","/stock/m001/member_date /stock/m003/member_date"
"data/stock/sum/sum_investor_stocks.html","data.stock.sum","sum_investor_stocks","전종목의 투자자 기간합산 정보를 반환하는 함수","sum_investor_stocks( start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, market: 'str | None'=None, ) -> pd.DataFrame","/stock/m001/rank_invest_date /stock/m003/rank_invest_date"
"data/stock/sum/sum_short_stocks.html","data.stock.sum","sum_short_stocks","종목별 공매도 기간합산 정보를 반환하는 함수","sum_short_stocks( start_date: 'DATE_IN'=None, end_date: 'DATE_IN'=None, market: 'str | None'=None, ) -> pd.DataFrame","/stock/m001/rank_short_date /stock/m003/rank_short_date"
"data/stock/symbol/get_stock_market.html","data.stock.symbol","get_stock_market","주식 종목의 해당 시장을 나타내는 문자열을 반환하는 함수","get_stock_market( symbol: 'str', ) -> str",""
"data/stock/symbol/get_stock_type.html","data.stock.symbol","get_stock_type","주식 종목의 상품 증권그룹(유형 코드)를 반환하는 함수","get_stock_type( symbol: 'str', ) -> str",""
"data/stock/symbol/symbol_fund.html","data.stock.symbol","symbol_fund","상장 펀드 목록을 반환하는 함수","symbol_fund() -> pd.DataFrame","/stock/m008/code_info"
"data/stock/symbol/symbol_index.html","data.stock.symbol","symbol_index","한국거래소(유가증권시장 및 코스닥시장) 지수 목록을 반환하는 함수","symbol_index() -> pd.DataFrame","/stock/m002/code_info /stock/m004/code_info"
"data/stock/symbol/symbol_kosdaq_index.html","data.stock.symbol","symbol_kosdaq_index","코스닥시장 지수 목록을 반환하는 함수","symbol_kosdaq_index() -> pd.DataFrame","/stock/m004/code_info"
"data/stock/symbol/symbol_kosdaq_stock.html","data.stock.symbol","symbol_kosdaq_stock","코스닥시장 종목 목록을 반환하는 함수","symbol_kosdaq_stock() -> pd.DataFrame","/stock/m003/code_info"
"data/stock/symbol/symbol_kospi_index.html","data.stock.symbol","symbol_kospi_index","유가증권시장 지수 목록을 반환하는 함수","symbol_kospi_index() -> pd.DataFrame","/stock/m002/code_info"
"data/stock/symbol/symbol_kospi_stock.html","data.stock.symbol","symbol_kospi_stock","유가증권시장 종목 목록을 반환하는 함수","symbol_kospi_stock() -> pd.DataFrame","/stock/m001/code_info"
"data/stock/symbol/symbol_search_index.html","data.stock.symbol","symbol_search_index","지수 종목코드를 검색하는 함수","symbol_search_index( *keyword_list: 'str', ) -> pd.DataFrame",""
"data/stock/symbol/symbol_search_stock.html","data.stock.symbol","symbol_search_stock","주식 종목코드를 검색하는 함수","symbol_search_stock( *keyword_list: 'str', ) -> pd.DataFrame",""
"data/stock/symbol/symbol_stock.html","data.stock.symbol","symbol_stock","한국거래소(유가증권시장 및 코스닥시장) 종목 목록을 반환하는 함수","symbol_stock() -> pd.DataFrame","/stock/m001/code_info /stock/m003/code_info"
"types/DATE_IN.html","types","DATE_IN","날짜 정보를 인수로 받는 대부분의 kquant 함수의 인수 타입은 DATE_IN 타입입니다.","",""
"types/KQuantDuplicatedSymbolInPort.html","types","KQuantDuplicatedSymbolInPort","포트폴리오 주문시 중복된 종목코드가 있는 경우 발생하는 사용자 경고","",""
"types/KQuantInvalidSymbol.html","types","KQuantInvalidSymbol","올바르지 않은 주식 종목 단축코드 사용시 발생하는 사용자 경고","",""
"types/KQuantLowerLimit.html","types","KQuantLowerLimit","하한가 종목 매수시 발생하는 사용자 경고","",""
"types/KQuantNotAllowLoan.html","types","KQuantNotAllowLoan","보유 현금보다 많은 현금이 필요한 매수 주문시 발생하는 사용자 경고","",""
"types/KQuantNotAllowShort.html","types","KQuantNotAllowShort","보유하지 않거나 보유수량보다 많은 매도 주문시 발생하는 사용자 경고","",""
"types/KQuantUpperLimit.html","types","KQuantUpperLimit","상한가 종목 매수시 발생하는 사용자 경고","",""
"utils/display_html.html","utils","display_html","HTML 문자열을 화면에 표시","display_html( content: 'str', )",""
"utils/ticksize.html","utils","ticksize","주식 호가가격단위","ticksize( price: 'int', up: 'bool'=True, ) -> int",""
